,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0,0.5551497914703132,0.4355819013641606,0.5812117712247097,0.45301074166250527,0.5382946134008443,0.4793354207511103,0.6675297727137489,0.43160366334844213,0.5959969325344933,0.395009631239594,0.4538008166581141,0.3360424048679704,0.5459204347987816,0.5169822507530596,0.6223334953873214,0.29233041639682666,0.20321164510166356,0.34995238291847813,0.2308979364194088,0.6286701482651558,0.6653282657617364,0.7306737701275174,0.7203480240576169,0.7527187639686435,0.7060765313251205,0.7091458346874229,0.6335398153028647,0.31517397101029604,0.31383310735995135,0.22927359917351742,0.2640211716242532,0.29184515779782844,0.34246998544308443,0.3663589546396197,0.2728751681950231,0.17726674752000296,0.6161663413969437,0.6216216216216216,0.7456940494340351,,,,,,,,,,0.47164400143538704,,,,,,,,,,0.48473741486014493,,,,,,,,,,1.0
1,0.6350076101753123,0.6879256140021096,0.7170049219840247,0.6277680643332365,0.6714723348279058,0.5541283761605685,0.744208174413775,0.41439955675095397,0.5859933737762785,0.3971699764076969,0.45242555154047837,0.3392564789592585,0.5157687497541613,0.46244721956812634,0.5616589508495736,0.17746762840948319,0.05821267200657219,0.29538989819518735,0.08395081401216371,0.6778542774041371,0.6504748356474975,0.7017368781783465,0.5128164531201815,0.4997224668629956,0.48285875523397187,0.49796291407112925,0.4511546865012667,0.2052951826150295,0.33406411153171595,0.3975221734535501,0.3214304946754729,0.27556237551935614,0.22278101242527631,0.1816256646356315,0.12091478331901152,0.12015303284592935,0.5666660455043988,0.6216216216216216,0.7694049860186585,,,,,,,,,,0.519311027587913,,,,,,,,,,0.27267086471782487,,,,,,,,,,1.0
2,0.5528143009495475,0.38315794432623357,0.5101127244639743,0.28893837653473126,0.5586131018431417,0.2521304839867922,0.4886615326657494,0.4188115987023558,0.4767200833535112,0.3018804772539191,0.4763881666047341,0.3004685631802438,0.389098317728378,0.4072765508624202,0.4571074413168545,0.27186948211237916,0.18952813719449577,0.43512407347695725,0.21876078931293655,0.42173818905531674,0.5295206263705937,0.769755760656175,0.7957286329458297,0.769100622304579,0.75606577198934,0.6740973267331462,0.6621184366216843,0.30627406444570326,0.3031127433045017,0.2221351014819376,0.29370069270307253,0.265932066142637,0.32768670947696343,0.31956165657776353,0.33158735606258605,0.23780373080279216,0.5978578796268389,0.4594594594594595,0.8773395395893,,,,,,,,,,0.6209235996244271,,,,,,,,,,0.4196483503801396,,,,,,,,,,1.0
3,0.7949837244563449,0.5322246343307329,0.5401766827700027,0.5244165965461727,0.5742324080483492,0.6110886568373268,0.6187205235049418,0.4951450325656729,0.44580887129086544,0.38110424321665104,0.35306423051363856,0.31192280498678543,0.31571036194782204,0.2510570751941067,0.19264327949847676,0.0793780712114355,0.03693006777572397,0.2261126302285428,0.03186997052027726,0.36094955942465284,0.7240846447495377,0.6621679308978209,0.5713422212012854,0.650644421627779,0.5752077840118274,0.49712697328810207,0.3976552310002772,0.24954653583658165,0.24702490575099234,0.4590290609763397,0.33841454881275346,0.259362933412157,0.25210071511953686,0.2972125831483286,0.1875462695363532,0.143500765990849,0.29398059074912514,0.5945945945945946,0.569637382064065,,,,,,,,,,0.3364663036172599,,,,,,,,,,0.3770107085317902,,,,,,,,,,1.0
4,0.562026296255694,0.23231968698441588,0.38989279489116735,0.15063068649793754,0.46546615747880205,0.29735902027476263,0.5162358318037865,0.47224856436068346,0.3912389051570623,0.32941555735710587,0.49051151178865116,0.389544244468935,0.5069306978922735,0.5661732193857874,0.5249376634377085,0.2413111821588877,0.21858954610803036,0.19640974807211234,0.24768278756008819,0.28865978452925395,0.2983952292385195,0.4951739934633829,0.6204426343349181,0.6969420708081422,0.6555221840310569,0.5822559525237951,0.5049281382475191,0.20661615609543008,0.09652913595828072,0.3917032952417336,0.17725243413517128,0.3371962054009459,0.3887266967116001,0.46210957395443353,0.46302973863890773,0.3979656544977787,0.5025810906337319,0.40540540540540543,0.7005434629466123,,,,,,,,,,0.5058970310354277,,,,,,,,,,0.48277911879260343,,,,,,,,,,1.0
5,0.7360884361514607,0.42102181170102404,0.4173684835966693,0.21053710086003835,0.4334967073599874,0.35269415783532865,0.5812654604596029,0.45181284357016344,0.34080742472855424,0.35300508134346825,0.5251115406788254,0.4557608776824344,0.46473601902576495,0.4293388768040413,0.4934549022083582,0.14375678725476068,0.09047032244814131,0.10202355087611542,0.11794544923379281,0.3408315138960757,0.3792286792888697,0.4415327261756732,0.4594197913146673,0.5509500366536376,0.46500015479724166,0.42542846872539325,0.3577205889013625,0.12028441873409838,0.18044146446697945,0.33900160893942755,0.5295104487397204,0.4933239233522222,0.5206069440148895,0.4572804959797716,0.37094927514833176,0.23984640029431156,0.45211676887878693,0.5135135135135135,0.554983061241267,,,,,,,,,,0.5808090956373863,,,,,,,,,,0.3517352559959871,,,,,,,,,,1.0
6,0.49575746000441856,0.21236294601860514,0.5860985277907517,0.21330716256619392,0.24199871983876795,0.20080928579302462,0.5268168262226178,0.38138474093763186,0.3720228258491055,0.40505116356570897,0.4657396254718758,0.390197528768356,0.6284528378949318,0.8323647024553348,0.5987377713999693,0.30023302990069944,0.23675292667898948,0.43654498167908096,0.24351313308368525,0.323673485423023,0.2743899068936279,0.4437335860412793,0.5211844284708881,0.5901930360190812,0.5903086446652118,0.632703787190731,0.5261289968148596,0.23719919414725296,0.18522459981551387,0.14433435939970693,0.4122246791043166,0.6838712656201902,0.6080620907125444,0.5211769024448802,0.579721782598542,0.49298474200502795,0.4960370882730984,0.5945945945945946,0.64867848264851,,,,,,,,,,0.48530700411895333,,,,,,,,,,0.3511342281622653,,,,,,,,,,1.0
7,0.6266562835849444,0.389316641398748,0.5684548574066637,0.38964289417004294,0.43414125934862996,0.16728708807226522,0.6367845815822375,0.126202562521751,0.35432053443960904,0.2532028984479928,0.2673610450466921,0.3483319316635351,0.42830570924220085,0.5193913813751908,0.45572928548878977,0.21662290446337512,0.11624563565413842,0.17815424713086697,0.12984357156136297,0.36265214471133933,0.38761612593440525,0.6254802285484209,0.5219444615783785,0.5477836186209001,0.5741800850006488,0.5774346232550615,0.44069309621468045,0.141828618807997,0.1418965991326196,0.2832631272374236,0.42514951772270054,0.46373557275928723,0.3888541297497416,0.2953120288100351,0.2762083158391606,0.32124528387088036,0.638820404709488,0.6216216216216216,0.7374365022845205,,,,,,,,,,0.4654457368479374,,,,,,,,,,0.4534906008312304,,,,,,,,,,1.0
8,0.5571012446153837,0.4738180573178436,0.5973661575505486,0.41321366704117296,0.5490240636625807,0.45377769970408066,0.7504908836543256,0.3415219509561563,0.4984336657575099,0.22133389446179333,0.46522890760410196,0.4186777596208635,0.5283988339916921,0.24022473477604425,0.4020883554257816,0.2903087507386899,0.1489140480591497,0.4222225989518135,0.18933418319921388,0.42422375930210504,0.7893033528834389,0.7525546405143773,0.7811232000941472,0.8316793192759567,0.736348330714635,0.731382254051185,0.6677414936542215,0.3188723898881535,0.4221855324964101,0.33295195641290737,0.2670729171405063,0.27789530649283045,0.27953549919591675,0.2210645431877649,0.31313675879802266,0.21577118329487235,0.7049453295623099,0.6486486486486487,0.7738804200090535,,,,,,,,,,0.48380098474168454,,,,,,,,,,0.49685782726657346,,,,,,,,,,1.0
9,0.48635205217966476,0.42204568038272877,0.5728350160450744,0.13930883033978309,0.6543417975722822,0.4406748563503772,0.6320898463890342,0.43082589866483556,0.683509692124027,0.39412758987486607,0.6532505521077314,0.49028962279593147,0.7190060132258368,0.8073151332768422,0.5687499881249733,0.3489872489359829,0.21065670568905318,0.2842427578134027,0.25987305128409427,0.6354237541634687,0.5198113988094314,0.4646316463402301,0.6015833918288332,0.586577984237936,0.5731516827766739,0.5494616212858515,0.5898456573416762,0.20799694428238424,0.09306974311505643,0.1511104433316329,0.27522491073779626,0.45928568497431016,0.5864444957125835,0.4540391108520115,0.38442702520684685,0.39298701053665375,0.7226018205546781,0.5135135135135135,0.6066363101517684,,,,,,,,,,0.4743662050276923,,,,,,,,,,0.46686245532731585,,,,,,,,,,1.0
