,MFCC,Centroid,Rolloff,Flux,Zero Crossing Rate,OSC,Low Energy,OMSC,MSFM,MSCM,Genre
205,"[-0.10482542 -0.03519334  0.1002253   0.02386961  0.01291265  0.03733146
  0.05213639 -0.03054119 -0.00851071 -0.02486188  0.0126986  -0.02832982
 -0.01206195 -0.04008207 -0.05676186]",0.026279358694477322,0.021873497596153847,5.641492504016795e-05,0.014267202524038462,"[-0.34765892 -0.24780778 -0.30107234 -0.32679449 -0.34157272 -0.35433248
 -0.34994601 -0.37361027 -0.41067148  0.13169392  0.0969561   0.10755028
  0.11123654  0.12783151  0.12612651  0.1157567   0.09857994  0.10262884]",4.923076923076923,"[0.13522135 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.56410127 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[14.76747923  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
206,"[ 0.00551796  0.01070652  0.02831525 -0.01357284 -0.05614686  0.00502969
  0.0412971  -0.11055263 -0.03913894 -0.04492041 -0.05454367 -0.04748261
 -0.05742721 -0.04846953 -0.02471888]",0.023617946338538316,0.015843599759615384,4.5747473818107356e-05,0.010587815504807693,"[-0.35270629 -0.27716933 -0.28215904 -0.32410011 -0.34281355 -0.36402115
 -0.36257714 -0.39489557 -0.42203972  0.08819458  0.11569771  0.11393977
  0.12806229  0.1356514   0.12406664  0.11152884  0.09985818  0.10458473]",4.461538461538462,"[0.16049308 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.53811042 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[14.7790479  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]",2
207,"[ 0.01100244  0.02282772  0.0545566   0.05258068 -0.01967518 -0.01030529
  0.04982228 -0.01487822 -0.02430825 -0.05153701 -0.01635522 -0.05333647
 -0.04568035 -0.01256628 -0.01616947]",0.02353191568336178,0.013367462158203124,3.926135690835367e-05,0.0098846435546875,"[-0.35470734 -0.29291168 -0.2937872  -0.31752063 -0.33692777 -0.35564284
 -0.36430374 -0.3906284  -0.41300027  0.10033994  0.16635977  0.1277839
  0.11375652  0.12380239  0.1148072   0.11850237  0.09883251  0.09701022]",4.21875,"[0.02441238 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.52824144 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[15.25493184  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
208,"[-0.03625333  0.00739028  0.08754009  0.05184917 -0.02083523 -0.06970123
 -0.00351173 -0.03209722 -0.02764452 -0.0533415  -0.0160447  -0.0570825
 -0.04336336 -0.06275627 -0.07226476]",0.024002368520859095,0.0152374267578125,4.5423016521854857e-05,0.01009063720703125,"[-0.35247778 -0.28034004 -0.28080016 -0.316059   -0.34873422 -0.36165077
 -0.36343243 -0.38384113 -0.4230356   0.09177337  0.14977296  0.09795616
  0.11862881  0.12525091  0.12912181  0.12103615  0.09585184  0.10738698]",4.53125,"[0.02406639 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.53009294 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[15.28051359  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
209,"[-0.12768701  0.03450993  0.00554717  0.0157498  -0.02266735  0.02557525
 -0.00577779 -0.04081881  0.00657545 -0.03915519  0.01317445 -0.02490655
 -0.04531865 -0.04457009 -0.0391247 ]",0.030519523695413185,0.029351043701171874,5.228425276702231e-05,0.017005157470703126,"[-0.35575059 -0.25393149 -0.27788866 -0.3073434  -0.32485995 -0.34580117
 -0.34817592 -0.3647325  -0.37974736  0.14670777  0.0846129   0.09854859
  0.10989829  0.11822516  0.1182119   0.10162343  0.09250676  0.09286489]",4.0625,"[0.18791584 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.53527443 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[15.59968458  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
210,"[ 0.10809126 -0.11730693  0.04515569 -0.18686319 -0.10932714 -0.02673206
 -0.06233599 -0.09206294 -0.04227961 -0.01667196 -0.00032868 -0.05027841
 -0.06415922  0.00300501 -0.03516116]",0.01840677216394478,0.015775299072265624,1.548109868249772e-05,0.0099884033203125,"[-0.40913052 -0.36832955 -0.35717066 -0.36256676 -0.38755299 -0.42958108
 -0.43239795 -0.46686096 -0.51257421  0.06382069  0.09465043  0.12462945
  0.1363176   0.13114414  0.13540304  0.11896743  0.12193545  0.09493774]",5.3125,"[-0.10240107  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.52879579 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.81337144  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
211,"[-0.13095514 -0.05500484 -0.02337423 -0.0271984  -0.01762939  0.05399832
 -0.081441   -0.01478848  0.04548619 -0.06365451 -0.00108507 -0.04387908
 -0.08072344 -0.04305495 -0.08053354]",0.026954295462076155,0.021962738037109374,2.5932435641420448e-05,0.012546539306640625,"[-0.4171597  -0.35691702 -0.36996577 -0.39507602 -0.41170754 -0.42139891
 -0.4355023  -0.44977264 -0.45683769  0.0724931   0.1272702   0.11316702
  0.14783037  0.16096262  0.15833748  0.12770595  0.12795085  0.09641894]",3.90625,"[0.02438139 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.55379001 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.13125661  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
212,"[ 0.22349813 -0.107252   -0.07503504 -0.11059635 -0.06215879 -0.07022267
 -0.00901581 -0.04884782 -0.02110016 -0.0488805  -0.04208212 -0.03298342
 -0.00308779 -0.04549505 -0.04382572]",0.01591424047119907,0.009900665283203125,2.9787461164501973e-05,0.00669097900390625,"[-0.40644206 -0.32754803 -0.33700322 -0.33792931 -0.34794612 -0.38501119
 -0.41891786 -0.45491086 -0.49307448  0.06819791  0.11707676  0.12151375
  0.13405368  0.12483234  0.11870425  0.10918146  0.09655831  0.09609004]",5.3125,"[-0.0417058  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]","[0.56341749 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.92724799  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
213,"[-0.02664606 -0.03096337 -0.00894938 -0.02097583 -0.1052284   0.00241629
 -0.03798159 -0.01032474 -0.0050984  -0.01622978  0.00789653 -0.05332939
 -0.06002673 -0.05207601 -0.03040795]",0.0254797502942381,0.019129180908203126,1.5693239579075796e-05,0.0128173828125,"[-0.42079897 -0.33394882 -0.34110287 -0.36864895 -0.39875125 -0.42361742
 -0.42986098 -0.45217016 -0.45730499  0.11667393  0.09052175  0.09022059
  0.11788774  0.14359538  0.13965961  0.13063165  0.11031881  0.08363947]",5.46875,"[-0.07997932  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.58054778 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.79621371  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
214,"[-0.06664643  0.07333424 -0.05797944  0.05219974 -0.02424571 -0.0489055
 -0.06613008 -0.01702319 -0.04942132 -0.03409005 -0.02305858 -0.03443428
 -0.04993083 -0.06065733 -0.03776376]",0.03103911132576556,0.026122283935546876,3.382582695996863e-05,0.016518402099609374,"[-0.39144989 -0.31355757 -0.29806212 -0.33779414 -0.3789114  -0.38665589
 -0.40381827 -0.41019926 -0.40645014  0.11087778  0.10579989  0.09933015
  0.1128819   0.14064586  0.13348345  0.11599031  0.08779421  0.0798311 ]",5.78125,"[-0.067172  0.        0.        0.        0.        0.        0.
  0.        0.        0.      ]","[0.58349163 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.76881194  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
215,"[ 1.96569990e-01 -1.03779594e-01 -2.05786114e-02 -1.62640039e-01
 -9.53385809e-02 -1.14500903e-01 -1.27295271e-02 -8.29246940e-02
  1.77214167e-04 -8.90537832e-02 -1.34212965e-02 -4.45375061e-02
 -4.54710622e-02 -3.71739329e-02 -2.96838212e-02]",0.016398462054951105,0.0121795654296875,4.332670309698483e-05,0.00811920166015625,"[-0.40108845 -0.28465458 -0.28990421 -0.28225138 -0.30830136 -0.3504587
 -0.37392261 -0.40998404 -0.4746189   0.0841743   0.09871143  0.09367486
  0.10444531  0.11376611  0.1000807   0.09964102  0.09569167  0.11685287]",5.46875,"[0.03559306 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.56811258 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[14.45704073  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
216,"[ 0.26021733 -0.24563428  0.11368145 -0.27203989 -0.16182047 -0.12273436
 -0.04757093 -0.07038467 -0.0702227  -0.06786771 -0.1013762  -0.02636409
 -0.03913536 -0.03345753 -0.01472529]",0.014065098415426875,0.011370849609375,3.10429434048247e-05,0.00734710693359375,"[-0.43923049 -0.36034728 -0.32105948 -0.35010413 -0.37143663 -0.41355372
 -0.40725539 -0.45873557 -0.54793331  0.07322857  0.08696278  0.10965786
  0.14638803  0.15848396  0.12152269  0.1105352   0.12017674  0.09450539]",5.78125,"[-0.05729363  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.59372162 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.75602151  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
217,"[ 5.27127321e-01 -2.25366310e-02 -4.03376650e-02 -6.76206816e-02
 -1.11061850e-01 -6.54928479e-02 -2.97214115e-02 -4.95958631e-04
  7.76460253e-03 -2.91865979e-02 -1.80493311e-02 -2.56672671e-02
 -1.05994457e-02 -3.21522601e-02 -2.19456594e-02]",0.008756653915562223,0.004744720458984375,3.0803729841740954e-05,0.00402984619140625,"[-0.37421622 -0.28468459 -0.29085795 -0.29813403 -0.35269399 -0.39213532
 -0.43580271 -0.48496603 -0.51502565  0.1131471   0.09707736  0.09324468
  0.11399184  0.14813413  0.1171474   0.10895601  0.09393123  0.0784826 ]",4.84375,"[0.12655792 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.59713119 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[13.5463086  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]",2
218,"[ 0.16646663 -0.06041872 -0.01042069  0.01427093 -0.12194855 -0.09754892
 -0.04550424 -0.07060277 -0.09191735 -0.06729862 -0.03429726 -0.03106287
 -0.01052161 -0.02602955 -0.01348865]",0.017256860013091842,0.011110687255859375,1.7369273249536668e-05,0.007689666748046875,"[-0.41374679 -0.34285502 -0.3342894  -0.35948354 -0.38281416 -0.4131147
 -0.42712559 -0.47871226 -0.48947499  0.07570388  0.11619379  0.12154816
  0.14233259  0.11898699  0.12006844  0.12735164  0.10673401  0.09074162]",5.15625,"[-0.05303054  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.5944732 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[12.3222788  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]",2
219,"[ 0.48039601 -0.26985101  0.01790255 -0.03101785 -0.149042   -0.07873743
 -0.0922365  -0.04891615 -0.04706378 -0.10274493 -0.06193127 -0.04006687
 -0.03305808 -0.01932845 -0.07208446]",0.009741178648041481,0.008286285400390624,2.1652943579497657e-05,0.00506591796875,"[-0.4095972  -0.37720881 -0.33489841 -0.36251457 -0.39883922 -0.41921859
 -0.45329059 -0.5305119  -0.5626975   0.06017878  0.12764758  0.13876021
  0.15741275  0.16432981  0.14643548  0.14056492  0.13764693  0.07917809]",5.46875,"[-0.11832512  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.60191152 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.73286454  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
220,"[ 0.03917805  0.21579904  0.12021085 -0.08279422  0.0019265  -0.11884376
 -0.02211634 -0.07392465  0.00666633 -0.06957003 -0.06612308 -0.06748039
 -0.02385006 -0.02270269 -0.06705026]",0.022033026395439036,0.011992645263671876,2.8618750777101278e-05,0.0078643798828125,"[-0.36980418 -0.30602544 -0.31024435 -0.36176928 -0.41166701 -0.43654979
 -0.44102345 -0.43008648 -0.47973047  0.06372513  0.1255281   0.10993733
  0.14543444  0.14052848  0.11799254  0.10473736  0.09213321  0.11384573]",4.0625,"[-0.07257202  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.6635308 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[11.24289968  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
221,"[ 0.43040761 -0.22028295  0.05624061 -0.11059617 -0.15867884 -0.13577585
 -0.04932727 -0.04777752 -0.0931733  -0.08110754 -0.07645742 -0.06761213
 -0.02205914 -0.04301562 -0.02495177]",0.010031569944010124,0.006153106689453125,2.712841103482142e-05,0.004676055908203125,"[-0.43439112 -0.37270861 -0.33013184 -0.34147211 -0.36940084 -0.40419716
 -0.42599725 -0.50000742 -0.55055162  0.08412916  0.13739944  0.1387236
  0.13442803  0.15091597  0.11776094  0.12301459  0.11948879  0.08912308]",4.21875,"[-0.12609124  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.54737833 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.48317395  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
222,"[ 0.20033489 -0.06096467 -0.01088838 -0.0908692  -0.16099177 -0.13618286
 -0.05640771 -0.05253049 -0.08298596 -0.11755304 -0.05809748 -0.06117182
 -0.07610329 -0.03370543 -0.01446611]",0.014891507685562192,0.008278656005859374,2.2485566416971725e-05,0.0059173583984375,"[-0.43865391 -0.36494845 -0.31137034 -0.34775532 -0.39403861 -0.42984452
 -0.43720468 -0.47591863 -0.50210281  0.07758106  0.11085488  0.08977911
  0.1299921   0.16044619  0.12492674  0.12521039  0.10648689  0.08637268]",5.78125,"[-0.08603324  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.59820204 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.53640776  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
223,"[ 0.27414981  0.41210722  0.01323221  0.01974058 -0.02888409 -0.02628088
 -0.00879093 -0.00159095 -0.04072142 -0.06036515 -0.08119785 -0.06513829
 -0.06658616 -0.07085745 -0.06446186]",0.012274881357940439,0.00136871337890625,3.4685547021126676e-06,0.00161285400390625,"[-0.44015781 -0.39356124 -0.38690375 -0.4347217  -0.48855822 -0.52896053
 -0.55140377 -0.55382617 -0.54577263  0.06846996  0.19309801  0.12048812
  0.12646803  0.15445433  0.098771    0.08343841  0.07834224  0.07437342]",5.78125,"[-0.47377128  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.60068362 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.62132565  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
224,"[-0.03969837 -0.15317022  0.02596103 -0.18640681 -0.0011518  -0.04843934
 -0.10102885 -0.12481985 -0.05532133 -0.07408924 -0.02706211 -0.08139183
  0.0291258   0.01677008 -0.0339111 ]",0.02182079628517006,0.02544403076171875,2.7670173612185945e-05,0.0125701904296875,"[-0.41638363 -0.3669454  -0.34039902 -0.36345286 -0.39634432 -0.42024964
 -0.4306823  -0.44607052 -0.50039044  0.06540928  0.10749808  0.10098532
  0.1467665   0.16577038  0.16662313  0.14442015  0.143964    0.1270349 ]",2.34375,"[-0.08866238  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.50099406 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[14.40924621  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",2
